CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13106.0,132,1,76.5,3,Low Value Buyers
13107.0,43,4,1531.6200000000001,3,Low Value Buyers
13108.0,372,1,350.06,1,New Customers
13109.0,59,2,786.54,3,Low Value Buyers
13110.0,30,7,1488.67,3,Low Value Buyers
13113.0,0,24,12245.960000000001,0,Loyal / High Spenders
13115.0,11,4,2294.78,3,Low Value Buyers
13116.0,137,1,501.14,3,Low Value Buyers
13117.0,21,8,984.91,3,Low Value Buyers
13118.0,19,5,1197.81,3,Low Value Buyers
13120.0,238,1,30.599999999999998,1,New Customers
13121.0,268,1,283.73,1,New Customers
13122.0,93,2,922.39,3,Low Value Buyers
13124.0,89,3,3866.33,3,Low Value Buyers
13126.0,4,8,2099.64,3,Low Value Buyers
13127.0,77,1,259.17,3,Low Value Buyers
13130.0,93,1,64.0,3,Low Value Buyers
13131.0,22,3,1073.3,3,Low Value Buyers
13132.0,261,1,77.3,1,New Customers
13133.0,273,2,109.8,1,New Customers
13134.0,85,4,1793.58,3,Low Value Buyers
13135.0,196,1,3096.0,1,New Customers
13136.0,55,5,2607.61,3,Low Value Buyers
13137.0,10,8,3650.41,3,Low Value Buyers
13138.0,21,6,962.39,3,Low Value Buyers
13139.0,15,7,5064.94,3,Low Value Buyers
13140.0,107,3,423.72,3,Low Value Buyers
13141.0,84,5,2388.75,3,Low Value Buyers
13142.0,18,1,307.09,3,Low Value Buyers
13144.0,332,1,110.95,1,New Customers
13145.0,39,4,618.52,3,Low Value Buyers
13146.0,25,1,228.91,3,Low Value Buyers
13147.0,9,4,712.8000000000001,3,Low Value Buyers
13148.0,28,12,3707.12,3,Low Value Buyers
13149.0,13,4,1676.06,3,Low Value Buyers
13151.0,295,1,1257.8700000000001,1,New Customers
13153.0,5,1,486.22,3,Low Value Buyers
13155.0,32,4,971.76,3,Low Value Buyers
13157.0,48,4,1741.22,3,Low Value Buyers
13158.0,94,4,1201.06,3,Low Value Buyers
13159.0,8,4,1437.85,3,Low Value Buyers
13160.0,21,1,91.8,3,Low Value Buyers
13161.0,312,1,112.75,1,New Customers
13162.0,121,4,1688.29,3,Low Value Buyers
13165.0,45,2,1021.48,3,Low Value Buyers
13166.0,282,1,417.2,1,New Customers
13167.0,18,4,791.33,3,Low Value Buyers
13168.0,35,4,1319.19,3,Low Value Buyers
13169.0,63,2,712.88,3,Low Value Buyers
13170.0,26,1,116.00999999999999,3,Low Value Buyers
13171.0,21,3,468.41,3,Low Value Buyers
13173.0,3,2,353.65,3,Low Value Buyers
13174.0,15,3,2817.03,3,Low Value Buyers
13176.0,45,1,492.84,3,Low Value Buyers
13177.0,64,1,282.45,3,Low Value Buyers
13178.0,25,11,5725.47,3,Low Value Buyers
13182.0,44,1,121.18,3,Low Value Buyers
13183.0,7,9,3957.78,3,Low Value Buyers
13184.0,14,10,1701.29,3,Low Value Buyers
13185.0,267,1,71.4,1,New Customers
13186.0,39,3,1575.89,3,Low Value Buyers
13187.0,336,1,236.02,1,New Customers
13188.0,10,1,114.60000000000001,3,Low Value Buyers
13189.0,18,2,260.68,3,Low Value Buyers
13192.0,94,2,911.94,3,Low Value Buyers
13193.0,60,1,117.88,3,Low Value Buyers
13194.0,135,1,60.7,3,Low Value Buyers
13196.0,10,4,1797.78,3,Low Value Buyers
13198.0,9,6,3401.2400000000002,3,Low Value Buyers
13199.0,3,38,9817.12,0,Loyal / High Spenders
13200.0,18,4,870.09,3,Low Value Buyers
13203.0,9,4,869.46,3,Low Value Buyers
13207.0,14,2,250.26000000000002,3,Low Value Buyers
13208.0,58,6,1223.9,3,Low Value Buyers
13209.0,29,8,5891.61,3,Low Value Buyers
13210.0,93,1,353.48,3,Low Value Buyers
13211.0,9,3,1197.42,3,Low Value Buyers
13212.0,19,3,788.08,3,Low Value Buyers
13213.0,56,5,1520.58,3,Low Value Buyers
13216.0,267,1,333.74,1,New Customers
13217.0,121,3,533.98,3,Low Value Buyers
13218.0,126,1,62.63999999999999,3,Low Value Buyers
13220.0,77,4,819.2900000000001,3,Low Value Buyers
13221.0,239,2,847.41,1,New Customers
13223.0,199,2,163.20000000000002,1,New Customers
13224.0,59,2,2155.95,3,Low Value Buyers
13225.0,2,7,6463.84,3,Low Value Buyers
13226.0,272,1,108.21000000000001,1,New Customers
13227.0,201,1,257.7,1,New Customers
13228.0,80,1,358.0,3,Low Value Buyers
13229.0,225,1,160.95,1,New Customers
13230.0,3,14,2806.97,3,Low Value Buyers
13232.0,12,7,1357.6,3,Low Value Buyers
13233.0,73,2,605.12,3,Low Value Buyers
13235.0,211,1,1031.07,1,New Customers
13236.0,24,2,744.85,3,Low Value Buyers
13238.0,16,4,700.73,3,Low Value Buyers
13239.0,261,1,329.56,1,New Customers
13240.0,95,4,663.65,3,Low Value Buyers
13242.0,111,3,270.40000000000003,3,Low Value Buyers
13243.0,202,1,600.07,1,New Customers
13244.0,92,1,121.74000000000001,3,Low Value Buyers
13245.0,50,1,430.5,3,Low Value Buyers
13246.0,17,6,1987.3,3,Low Value Buyers
13247.0,17,4,501.12,3,Low Value Buyers
13248.0,124,2,465.68,3,Low Value Buyers
13249.0,91,3,711.41,3,Low Value Buyers
13253.0,156,2,1030.4,1,New Customers
13255.0,8,2,399.51,3,Low Value Buyers
13258.0,11,3,698.58,3,Low Value Buyers
13259.0,61,1,292.32,3,Low Value Buyers
13260.0,60,1,557.62,3,Low Value Buyers
13261.0,268,2,944.1,1,New Customers
13262.0,262,1,200.29,1,New Customers
13263.0,0,35,7454.07,0,Loyal / High Spenders
13265.0,52,5,2107.66,3,Low Value Buyers
13266.0,10,12,3834.2599999999998,3,Low Value Buyers
13267.0,2,19,4521.49,0,Loyal / High Spenders
13268.0,17,11,3214.69,3,Low Value Buyers
13269.0,0,15,5346.2300000000005,0,Loyal / High Spenders
13270.0,365,1,590.0,1,New Customers
13271.0,36,1,217.38,3,Low Value Buyers
13272.0,30,2,276.56,3,Low Value Buyers
13273.0,112,1,138.98,3,Low Value Buyers
13276.0,63,2,590.9300000000001,3,Low Value Buyers
13277.0,15,4,258.4,3,Low Value Buyers
13278.0,40,1,542.73,3,Low Value Buyers
13279.0,77,1,137.75,3,Low Value Buyers
13280.0,121,3,814.86,3,Low Value Buyers
13282.0,17,3,1132.14,3,Low Value Buyers
13283.0,59,2,93.66,3,Low Value Buyers
13284.0,330,1,201.19,1,New Customers
13285.0,22,4,2709.12,3,Low Value Buyers
13291.0,155,1,361.11,1,New Customers
13292.0,38,2,578.9399999999999,3,Low Value Buyers
13294.0,189,2,873.74,1,New Customers
13295.0,359,1,201.20000000000002,1,New Customers
13296.0,136,1,87.4,3,Low Value Buyers
13297.0,7,4,2089.85,3,Low Value Buyers
13298.0,0,1,360.0,3,Low Value Buyers
13299.0,267,1,142.5,1,New Customers
13300.0,168,1,371.89,1,New Customers
13301.0,103,4,618.09,3,Low Value Buyers
13302.0,154,1,63.75,1,New Customers
13304.0,350,1,300.42,1,New Customers
13305.0,3,10,2000.86,3,Low Value Buyers
13307.0,119,1,15.0,3,Low Value Buyers
13308.0,22,3,1385.51,3,Low Value Buyers
13309.0,6,5,1456.79,3,Low Value Buyers
13310.0,27,3,1132.03,3,Low Value Buyers
13311.0,3,2,598.57,3,Low Value Buyers
13313.0,21,5,1555.32,3,Low Value Buyers
13314.0,1,3,775.94,3,Low Value Buyers
13316.0,36,4,5977.7300000000005,3,Low Value Buyers
13317.0,65,6,2273.68,3,Low Value Buyers
13318.0,0,3,640.76,3,Low Value Buyers
13319.0,4,26,10845.550000000001,0,Loyal / High Spenders
13320.0,77,4,1548.7,3,Low Value Buyers
13321.0,71,2,567.36,3,Low Value Buyers
13322.0,16,1,199.48000000000002,3,Low Value Buyers
13323.0,2,5,787.85,3,Low Value Buyers
13324.0,35,10,7121.95,3,Low Value Buyers
13325.0,81,1,675.3,3,Low Value Buyers
13327.0,38,8,3627.77,3,Low Value Buyers
13328.0,315,1,1308.48,1,New Customers
13329.0,31,2,789.0,3,Low Value Buyers
13330.0,92,3,1140.93,3,Low Value Buyers
13332.0,13,1,350.9,3,Low Value Buyers
13334.0,81,3,3536.82,3,Low Value Buyers
13336.0,76,1,795.12,3,Low Value Buyers
13338.0,157,1,487.02,1,New Customers
13339.0,200,1,860.12,1,New Customers
13340.0,44,7,10736.48,3,Low Value Buyers
13341.0,260,1,775.85,1,New Customers
13343.0,177,1,353.43,1,New Customers
13344.0,67,3,2543.72,3,Low Value Buyers
13345.0,287,1,389.5,1,New Customers
13347.0,69,1,341.36,3,Low Value Buyers
13348.0,63,1,233.76,3,Low Value Buyers
13349.0,10,1,247.32,3,Low Value Buyers
13350.0,15,2,979.12,3,Low Value Buyers
13351.0,65,1,373.94,3,Low Value Buyers
13352.0,59,1,397.97999999999996,3,Low Value Buyers
13354.0,70,1,743.53,3,Low Value Buyers
13355.0,121,1,674.7,3,Low Value Buyers
13356.0,79,1,768.24,3,Low Value Buyers
13357.0,256,1,609.95,1,New Customers
13358.0,268,1,439.03,1,New Customers
13359.0,63,1,439.56,3,Low Value Buyers
13362.0,8,4,3090.7400000000002,3,Low Value Buyers
13363.0,17,2,992.5,3,Low Value Buyers
13364.0,70,1,134.95999999999998,3,Low Value Buyers
13365.0,33,2,2225.37,3,Low Value Buyers
13366.0,49,1,56.160000000000004,3,Low Value Buyers
13368.0,256,2,623.4,1,New Customers
13369.0,365,1,308.28000000000003,1,New Customers
13370.0,371,1,754.87,1,New Customers
13372.0,89,1,378.64,3,Low Value Buyers
13373.0,60,3,3312.25,3,Low Value Buyers
13375.0,88,1,778.65,3,Low Value Buyers
13376.0,98,3,1019.76,3,Low Value Buyers
13379.0,25,3,572.56,3,Low Value Buyers
13381.0,31,6,3639.31,3,Low Value Buyers
13382.0,280,1,222.99,1,New Customers
13384.0,30,7,4151.93,3,Low Value Buyers
13385.0,329,1,534.57,1,New Customers
13388.0,130,2,677.1,3,Low Value Buyers
13389.0,10,3,797.96,3,Low Value Buyers
13390.0,74,1,544.08,3,Low Value Buyers
13391.0,203,1,59.8,1,New Customers
13394.0,1,8,2520.02,3,Low Value Buyers
13395.0,184,1,307.72,1,New Customers
13396.0,28,2,1360.99,3,Low Value Buyers
13397.0,72,5,1544.13,3,Low Value Buyers
13398.0,191,1,457.34,1,New Customers
13402.0,126,2,621.23,3,Low Value Buyers
13403.0,17,1,75.0,3,Low Value Buyers
13404.0,0,2,252.49,3,Low Value Buyers
13405.0,73,3,572.451,3,Low Value Buyers
13408.0,1,62,28117.04,0,Loyal / High Spenders
13410.0,23,5,1003.06,3,Low Value Buyers
13411.0,106,1,213.55,3,Low Value Buyers
13414.0,133,3,1390.5,3,Low Value Buyers
13416.0,43,2,712.5,3,Low Value Buyers
13417.0,4,2,640.83,3,Low Value Buyers
13418.0,11,18,6127.43,0,Loyal / High Spenders
13419.0,63,1,221.06,3,Low Value Buyers
13420.0,149,2,159.85,1,New Customers
13421.0,39,2,1851.08,3,Low Value Buyers
13422.0,63,1,2626.3,3,Low Value Buyers
13425.0,107,3,1624.21,3,Low Value Buyers
13426.0,0,10,3641.32,3,Low Value Buyers
13427.0,18,3,582.6,3,Low Value Buyers
13428.0,9,1,218.47,3,Low Value Buyers
13429.0,10,4,1006.8,3,Low Value Buyers
13430.0,18,2,679.45,3,Low Value Buyers
13431.0,66,2,1269.1,3,Low Value Buyers
13434.0,73,2,534.24,3,Low Value Buyers
13435.0,4,7,3809.8900000000003,3,Low Value Buyers
13436.0,1,1,196.89,3,Low Value Buyers
13437.0,13,7,3408.06,3,Low Value Buyers
13439.0,254,1,283.71,1,New Customers
13441.0,91,1,296.64,3,Low Value Buyers
13447.0,22,3,1129.14,3,Low Value Buyers
13448.0,16,6,3539.37,3,Low Value Buyers
13449.0,23,1,291.88,3,Low Value Buyers
13450.0,26,6,2043.7199999999998,3,Low Value Buyers
13451.0,25,5,2976.15,3,Low Value Buyers
13452.0,258,2,590.0,1,New Customers
13453.0,165,2,356.97999999999996,1,New Customers
13455.0,24,2,1058.34,3,Low Value Buyers
13456.0,17,6,1766.72,3,Low Value Buyers
13458.0,6,14,9646.57,0,Loyal / High Spenders
13460.0,28,2,183.44,3,Low Value Buyers
13461.0,38,3,1445.0,3,Low Value Buyers
13462.0,252,1,151.5,1,New Customers
13464.0,57,1,674.68,3,Low Value Buyers
13466.0,183,1,307.9,1,New Customers
13467.0,10,2,1083.71,3,Low Value Buyers
13468.0,1,37,5704.97,0,Loyal / High Spenders
13470.0,98,2,165.0,3,Low Value Buyers
13471.0,0,4,2531.58,3,Low Value Buyers
13473.0,60,2,422.64,3,Low Value Buyers
13474.0,235,1,229.59,1,New Customers
13475.0,190,4,1431.78,1,New Customers
13476.0,178,2,1238.47,1,New Customers
13477.0,37,6,1454.58,3,Low Value Buyers
13479.0,200,2,300.95,1,New Customers
13481.0,45,5,1804.56,3,Low Value Buyers
13482.0,231,1,184.64,1,New Customers
13483.0,65,1,140.34,3,Low Value Buyers
13484.0,240,1,313.8,1,New Customers
13485.0,232,1,454.24,1,New Customers
13486.0,77,3,1122.41,3,Low Value Buyers
13487.0,57,3,575.4,3,Low Value Buyers
13488.0,16,13,8968.31,0,Loyal / High Spenders
13489.0,104,4,449.52,3,Low Value Buyers
13491.0,51,10,1215.82,3,Low Value Buyers
13492.0,135,3,1269.84,3,Low Value Buyers
13493.0,274,2,618.63,1,New Customers
13494.0,311,1,316.26000000000005,1,New Customers
13495.0,7,5,2044.8700000000001,3,Low Value Buyers
13496.0,10,2,653.33,3,Low Value Buyers
13497.0,282,2,348.05,1,New Customers
13499.0,17,5,1159.11,3,Low Value Buyers
13500.0,22,3,1166.77,3,Low Value Buyers
13501.0,287,1,1340.32,1,New Customers
13502.0,16,3,292.0,3,Low Value Buyers
13503.0,70,1,216.85,3,Low Value Buyers
13504.0,63,1,295.93,3,Low Value Buyers
13505.0,72,4,4393.63,3,Low Value Buyers
13506.0,315,2,458.52,1,New Customers
13507.0,2,4,2479.16,3,Low Value Buyers
13508.0,243,1,110.97,1,New Customers
13509.0,8,7,979.72,3,Low Value Buyers
13510.0,0,4,1791.56,3,Low Value Buyers
13512.0,260,1,251.21,1,New Customers
13513.0,126,1,205.1,3,Low Value Buyers
13514.0,73,1,152.20000000000002,3,Low Value Buyers
13515.0,72,4,891.12,3,Low Value Buyers
13516.0,20,3,1389.41,3,Low Value Buyers
13517.0,59,3,2128.42,3,Low Value Buyers
13518.0,85,1,659.4399999999999,3,Low Value Buyers
13519.0,77,1,122.75,3,Low Value Buyers
13520.0,58,6,3624.35,3,Low Value Buyers
13521.0,0,3,1093.65,3,Low Value Buyers
13522.0,29,1,125.80000000000001,3,Low Value Buyers
13523.0,32,5,3964.88,3,Low Value Buyers
13524.0,40,5,680.1800000000001,3,Low Value Buyers
13525.0,14,2,628.78,3,Low Value Buyers
13527.0,33,7,2287.51,3,Low Value Buyers
13529.0,78,2,307.76,3,Low Value Buyers
13531.0,204,2,483.8,1,New Customers
13532.0,33,1,210.31,3,Low Value Buyers
13533.0,182,3,270.79,1,New Customers
13534.0,1,25,5870.08,0,Loyal / High Spenders
13536.0,0,7,3448.29,3,Low Value Buyers
13538.0,42,7,1280.85,3,Low Value Buyers
13539.0,85,3,631.34,3,Low Value Buyers
13544.0,39,2,291.41,3,Low Value Buyers
13546.0,11,3,626.99,3,Low Value Buyers
13548.0,95,2,682.41,3,Low Value Buyers
13549.0,25,7,918.2,3,Low Value Buyers
13551.0,318,1,91.80000000000001,1,New Customers
13552.0,65,12,3740.07,3,Low Value Buyers
13555.0,73,4,4149.28,3,Low Value Buyers
13557.0,27,2,584.06,3,Low Value Buyers
13558.0,5,4,605.06,3,Low Value Buyers
13560.0,6,1,174.37,3,Low Value Buyers
13561.0,215,1,141.85999999999999,1,New Customers
13562.0,81,3,1799.33,3,Low Value Buyers
13563.0,83,2,777.53,3,Low Value Buyers
13564.0,143,3,1749.02,3,Low Value Buyers
13565.0,18,2,240.22,3,Low Value Buyers
13566.0,40,2,874.71,3,Low Value Buyers
13568.0,172,1,192.85,1,New Customers
13569.0,16,2,373.75,3,Low Value Buyers
13570.0,242,1,239.49,1,New Customers
13571.0,12,12,2092.32,3,Low Value Buyers
13572.0,205,1,1384.25,1,New Customers
13573.0,49,2,294.4,3,Low Value Buyers
13575.0,22,5,732.0699999999999,3,Low Value Buyers
13576.0,9,18,6717.34,0,Loyal / High Spenders
13577.0,24,4,1687.6000000000001,3,Low Value Buyers
13579.0,14,2,467.04,3,Low Value Buyers
13581.0,308,1,118.0,1,New Customers
13583.0,155,1,781.03,1,New Customers
13584.0,306,1,142.4,1,New Customers
13587.0,63,1,712.4,3,Low Value Buyers
13588.0,15,9,2478.95,3,Low Value Buyers
13589.0,14,2,379.65,3,Low Value Buyers
13590.0,10,6,1981.92,3,Low Value Buyers
13591.0,64,3,1117.13,3,Low Value Buyers
13592.0,35,4,247.95999999999998,3,Low Value Buyers
13593.0,107,5,2037.0800000000002,3,Low Value Buyers
13594.0,52,1,396.97,3,Low Value Buyers
13596.0,5,2,697.04,3,Low Value Buyers
13598.0,46,1,180.17000000000002,3,Low Value Buyers
13599.0,0,21,5153.67,0,Loyal / High Spenders
13600.0,311,1,219.52,1,New Customers
13601.0,44,2,693.32,3,Low Value Buyers
13602.0,64,1,428.89,3,Low Value Buyers
13603.0,25,1,164.34,3,Low Value Buyers
13606.0,28,3,280.53999999999996,3,Low Value Buyers
13607.0,39,1,678.01,3,Low Value Buyers
13610.0,11,7,1131.88,3,Low Value Buyers
13611.0,88,3,1171.8,3,Low Value Buyers
13614.0,23,4,1610.46,3,Low Value Buyers
13615.0,318,1,417.69,1,New Customers
13617.0,39,3,544.18,3,Low Value Buyers
13618.0,173,1,177.34,1,New Customers
13621.0,116,1,213.85,3,Low Value Buyers
13623.0,30,5,747.78,3,Low Value Buyers
13626.0,252,1,257.23,1,New Customers
13627.0,58,5,1638.47,3,Low Value Buyers
13629.0,22,11,7792.36,3,Low Value Buyers
13630.0,4,7,2031.78,3,Low Value Buyers
13631.0,99,11,3070.42,3,Low Value Buyers
13632.0,24,5,2121.27,3,Low Value Buyers
13634.0,32,5,1575.16,3,Low Value Buyers
13635.0,67,1,1071.03,3,Low Value Buyers
13636.0,36,5,949.12,3,Low Value Buyers
13637.0,51,3,810.5,3,Low Value Buyers
13638.0,15,1,122.64,3,Low Value Buyers
13639.0,73,1,1033.34,3,Low Value Buyers
13642.0,215,1,354.8,1,New Customers
13643.0,30,3,519.44,3,Low Value Buyers
13644.0,15,4,2624.26,3,Low Value Buyers
13645.0,119,1,252.1,3,Low Value Buyers
13647.0,9,4,1678.1200000000001,3,Low Value Buyers
13649.0,256,2,346.6,1,New Customers
13650.0,16,6,1836.34,3,Low Value Buyers
13651.0,34,2,94.2,3,Low Value Buyers
13652.0,45,3,1095.08,3,Low Value Buyers
13654.0,42,6,2707.33,3,Low Value Buyers
13655.0,113,2,932.97,3,Low Value Buyers
13656.0,164,2,379.65,1,New Customers
13657.0,10,2,382.14,3,Low Value Buyers
13658.0,9,5,2639.17,3,Low Value Buyers
13659.0,205,2,1573.2,1,New Customers
13662.0,85,3,897.76,3,Low Value Buyers
13663.0,178,1,189.47,1,New Customers
13666.0,59,3,84.65,3,Low Value Buyers
13667.0,148,1,305.02,1,New Customers
13668.0,2,21,6363.59,0,Loyal / High Spenders
13669.0,50,2,218.55,3,Low Value Buyers
13670.0,74,1,349.7,3,Low Value Buyers
13672.0,300,2,186.39000000000001,1,New Customers
13673.0,18,2,396.92,3,Low Value Buyers
13675.0,150,2,486.82000000000005,1,New Customers
13678.0,151,1,232.6,1,New Customers
13680.0,0,4,3722.42,3,Low Value Buyers
13681.0,17,4,827.83,3,Low Value Buyers
13682.0,186,1,59.5,1,New Customers
13684.0,285,1,67.23,1,New Customers
13685.0,2,7,3119.44,3,Low Value Buyers
13686.0,182,1,72.0,1,New Customers
13689.0,62,1,910.0,3,Low Value Buyers
13690.0,58,1,172.25,3,Low Value Buyers
13692.0,24,3,1488.32,3,Low Value Buyers
13694.0,3,50,65039.62,0,Loyal / High Spenders
13695.0,30,15,2504.13,0,Loyal / High Spenders
13697.0,38,1,151.29999999999998,3,Low Value Buyers
13699.0,154,1,308.58000000000004,1,New Customers
13700.0,25,10,2265.12,3,Low Value Buyers
13703.0,317,1,99.5,1,New Customers
13704.0,4,9,2308.06,3,Low Value Buyers
13705.0,7,3,711.86,3,Low Value Buyers
13706.0,302,1,330.79,1,New Customers
13707.0,266,2,806.41,1,New Customers
13708.0,270,1,296.88,1,New Customers
13709.0,3,13,6328.05,0,Loyal / High Spenders
13710.0,31,1,180.48,3,Low Value Buyers
13711.0,218,2,252.06,1,New Customers
13712.0,246,1,228.84,1,New Customers
13715.0,280,5,1079.34,1,New Customers
13716.0,268,1,138.28,1,New Customers
13717.0,31,6,1445.01,3,Low Value Buyers
13718.0,245,2,306.55,1,New Customers
13719.0,14,5,1041.68,3,Low Value Buyers
13720.0,116,4,799.9,3,Low Value Buyers
13721.0,35,1,524.14,3,Low Value Buyers
13722.0,131,3,2375.41,3,Low Value Buyers
13723.0,216,1,199.85000000000002,1,New Customers
13725.0,49,8,1980.56,3,Low Value Buyers
13726.0,38,2,1079.6599999999999,3,Low Value Buyers
13727.0,28,2,333.48,3,Low Value Buyers
13728.0,36,6,1016.14,3,Low Value Buyers
13730.0,135,2,752.6,3,Low Value Buyers
13731.0,218,2,610.59,1,New Customers
13732.0,27,1,491.86,3,Low Value Buyers
13735.0,24,4,2885.2400000000002,3,Low Value Buyers
13736.0,4,2,731.9,3,Low Value Buyers
13737.0,199,1,339.59999999999997,1,New Customers
13739.0,17,1,216.9,3,Low Value Buyers
13740.0,240,1,350.75,1,New Customers
13741.0,71,3,668.4300000000001,3,Low Value Buyers
13742.0,16,12,3131.02,3,Low Value Buyers
13743.0,2,7,1341.6,3,Low Value Buyers
13744.0,94,2,1156.36,3,Low Value Buyers
13745.0,161,1,300.04,1,New Customers
13747.0,373,1,79.6,1,New Customers
13748.0,95,5,948.25,3,Low Value Buyers
13750.0,53,5,1647.26,3,Low Value Buyers
13751.0,287,1,296.25,1,New Customers
13752.0,123,6,1186.28,3,Low Value Buyers
13753.0,287,1,741.26,1,New Customers
13754.0,151,2,282.59999999999997,1,New Customers
13755.0,3,9,2161.35,3,Low Value Buyers
13756.0,1,14,5189.52,0,Loyal / High Spenders
13758.0,11,7,3190.55,3,Low Value Buyers
13759.0,32,2,659.4100000000001,3,Low Value Buyers
13760.0,53,2,286.79,3,Low Value Buyers
13761.0,49,2,1070.65,3,Low Value Buyers
13762.0,218,1,306.72,1,New Customers
13763.0,62,1,1714.96,3,Low Value Buyers
13764.0,70,3,1521.76,3,Low Value Buyers
13767.0,1,37,17220.36,0,Loyal / High Spenders
13769.0,1,10,2796.51,3,Low Value Buyers
13771.0,63,4,2634.45,3,Low Value Buyers
13772.0,33,3,1132.13,3,Low Value Buyers
13774.0,81,1,345.0,3,Low Value Buyers
13777.0,0,33,25977.16,0,Loyal / High Spenders
13778.0,102,1,178.7,3,Low Value Buyers
13780.0,6,2,360.01,3,Low Value Buyers
13781.0,250,1,127.84,1,New Customers
13782.0,12,6,912.0,3,Low Value Buyers
13784.0,9,11,2462.79,3,Low Value Buyers
13786.0,366,1,230.39999999999998,1,New Customers
13787.0,75,2,309.04,3,Low Value Buyers
13790.0,3,1,348.8,3,Low Value Buyers
13791.0,127,2,1516.0,3,Low Value Buyers
13792.0,65,2,195.55,3,Low Value Buyers
13798.0,0,57,37153.85,0,Loyal / High Spenders
13799.0,116,2,688.86,3,Low Value Buyers
13800.0,309,1,558.32,1,New Customers
13801.0,66,1,324.8,3,Low Value Buyers
13802.0,138,3,4599.42,3,Low Value Buyers
13803.0,254,1,277.07,1,New Customers
13804.0,30,7,2635.79,3,Low Value Buyers
13805.0,51,2,924.6,3,Low Value Buyers
13806.0,63,1,256.38,3,Low Value Buyers
13807.0,366,1,112.6,1,New Customers
13808.0,5,5,1747.66,3,Low Value Buyers
13809.0,304,1,155.05,1,New Customers
13810.0,28,3,1499.01,3,Low Value Buyers
13811.0,183,3,814.5,1,New Customers
13812.0,41,3,539.0,3,Low Value Buyers
13813.0,39,4,1366.8600000000001,3,Low Value Buyers
13814.0,91,2,1579.12,3,Low Value Buyers
13815.0,21,4,4027.36,3,Low Value Buyers
13816.0,23,2,571.6700000000001,3,Low Value Buyers
13817.0,28,2,382.98,3,Low Value Buyers
13819.0,301,3,1140.35,1,New Customers
13821.0,144,2,385.64,1,New Customers
13822.0,5,2,632.0,3,Low Value Buyers
13823.0,18,2,957.66,3,Low Value Buyers
13824.0,32,5,1698.94,3,Low Value Buyers
13826.0,175,1,189.5,1,New Customers
13827.0,57,3,412.05,3,Low Value Buyers
13828.0,21,1,209.49,3,Low Value Buyers
13831.0,15,6,2202.99,3,Low Value Buyers
13832.0,18,1,52.199999999999996,3,Low Value Buyers
13833.0,158,1,384.8,1,New Customers
13835.0,24,4,834.57,3,Low Value Buyers
13837.0,211,2,271.24,1,New Customers
13838.0,5,4,691.73,3,Low Value Buyers
13841.0,252,1,85.0,1,New Customers
13842.0,58,9,3385.62,3,Low Value Buyers
13844.0,10,1,361.62,3,Low Value Buyers
13845.0,64,1,312.98,3,Low Value Buyers
13846.0,24,3,865.0600000000001,3,Low Value Buyers
13848.0,91,3,1255.0,3,Low Value Buyers
13849.0,51,2,1537.95,3,Low Value Buyers
13850.0,128,1,1595.48,3,Low Value Buyers
13851.0,95,3,2651.46,3,Low Value Buyers
13853.0,56,1,1090.14,3,Low Value Buyers
13854.0,8,25,8109.5199999999995,0,Loyal / High Spenders
13856.0,168,3,388.5,1,New Customers
13858.0,56,1,216.17,3,Low Value Buyers
13859.0,325,1,201.16,1,New Customers
13860.0,0,5,1245.9,3,Low Value Buyers
13862.0,17,8,2209.36,3,Low Value Buyers
13863.0,247,1,305.78,1,New Customers
13865.0,57,4,501.56,3,Low Value Buyers
13866.0,73,1,145.67000000000002,3,Low Value Buyers
13867.0,30,3,1015.29,3,Low Value Buyers
13868.0,6,2,3192.54,3,Low Value Buyers
13869.0,122,4,3104.95,3,Low Value Buyers
13870.0,1,8,2770.94,3,Low Value Buyers
13871.0,22,13,6403.25,0,Loyal / High Spenders
13873.0,119,3,389.6,3,Low Value Buyers
13874.0,357,1,540.45,1,New Customers
13875.0,53,5,1786.79,3,Low Value Buyers
13876.0,63,1,122.7,3,Low Value Buyers
13877.0,85,1,117.24,3,Low Value Buyers
13878.0,54,1,1281.53,3,Low Value Buyers
13880.0,20,13,3219.77,3,Low Value Buyers
13881.0,3,20,17159.52,0,Loyal / High Spenders
13882.0,2,5,1191.13,3,Low Value Buyers
13883.0,10,5,2674.48,3,Low Value Buyers
13884.0,6,5,787.6,3,Low Value Buyers
13885.0,188,2,506.8,1,New Customers
13886.0,70,1,243.56,3,Low Value Buyers
13887.0,203,1,349.55,1,New Customers
13888.0,119,2,605.63,3,Low Value Buyers
13889.0,92,1,416.90000000000003,3,Low Value Buyers
13890.0,0,10,1883.8100000000002,3,Low Value Buyers
13892.0,26,4,632.97,3,Low Value Buyers
13893.0,297,1,821.1,1,New Customers
13894.0,23,3,564.62,3,Low Value Buyers
13895.0,27,4,2593.07,3,Low Value Buyers
13897.0,49,1,311.16,3,Low Value Buyers
13898.0,325,1,155.93,1,New Customers
13899.0,15,2,388.52,3,Low Value Buyers
13900.0,182,3,740.95,1,New Customers
13901.0,71,5,2867.2,3,Low Value Buyers
13904.0,36,2,332.64,3,Low Value Buyers
13908.0,79,4,2369.55,3,Low Value Buyers
13911.0,56,9,2580.91,3,Low Value Buyers
13914.0,11,2,626.45,3,Low Value Buyers
13917.0,49,2,272.04,3,Low Value Buyers
